"pagos","gratis","carga.paga","carga.gratis","correio"
5792,6,27416,3,0
3768,8,3956,10,0
602,8,71,0,0
351,0,34,0,0
12150,134,94069,78,0
395,1,0,0,0
588,0,3993,0,0
3113,9,12864,2,0
16750,158,14564,370,0
18,0,988,0,0
4179,18,1584,22,0
3712,12,20491,576,0
8315,36,6254,1,0
27533,304,52492,11051,0
1398,5,5110,0,0
5404,6,3586,0,0
5114,27,9287,0,0
5785,58,1234,0,0
6319,67,13948,0,0
8031,63,36571,115,0
9,0,0,0,0
1160,2,0,0,0
328,0,186,0,0
7583,29,22345,38,0
19131,470,86306,166,0
4,0,509,0,0
26628,763,86003,2223,0
39,0,382,0,0
9,0,0,0,0
7170,29,12303,0,0
9240,66,13833,0,0
3760,5,24835,311,0
10124,55,130793,385,0
845,9,2196,9,0
1614,5,30919,3021,0
993,0,10908,0,0
13433,66,183515,753,0
22,2,0,0,0
556,3,15,0,0
1137,3,0,0,0
9294,36,34,0,0
11875,117,2705,839,0
28,0,0,0,0
4807,51,381,839,0
367,1,0,0,0
3336,26,5391,1,0
325,1,0,0,0
4972,23,3240,0,0
12025,254,20832,23,0
3,0,0,0,0
0,0,0,0,0
14876,410,20280,740,0
4398,11,30959,0,0
10996,100,43598,663,0
617,0,1799,0,0
405,0,622,0,0
2344,5,36199,0,0
12837,45,74321,197,0
26000,291,250346,199,0
535,2,457,166,0
617,2,1701,0,0
3496,20,26414,72,0
5365,27,11325,598,0
4470,2,8123,328,0
4937,10,30785,177,0
2928,13,9397,134,0
4619,4,559,0,0
3325,14,14975,0,0
7570,31,20362,170,6
3216,16,8552,2,0
7858,38,11679,17,0
1051,5,6779,0,0
9788,35,1121,0,0
5520,23,7248,0,0
11882,46,33571,177,0
560,2,0,0,0
22328,480,59108,1176,0
3456,17,2900,1,0
67,0,12,0,0
4292,32,6289,192,0
8725,48,10650,37,0
49,0,0,0,0
5566,34,24067,172,0
4877,33,5062,3,0
4188,14,12986,1,0
10844,179,33705,5139,0
8892,28,20666,7,0
3780,18,9242,1,0
8578,17,2746,0,0
4295,7,486,0,0
6066,126,49967,188,0
435,2,485,0,0
7220,60,11440,0,0
19521,147,52526,308,0
2,0,0,0,0
4874,0,6340,0,0
16596,33,0,0,0
5056,5,4432,0,0
5690,9,110643,67,13991
8599,52,49099,127,0
10219,60,135095,0,0
16786,252,104265,83,73
18278,156,31975,491,0
6483,45,29960,2,0
22729,590,69715,260,0
13862,63,156678,12,0
12889,94,10311,870,0
12067,215,17465,7,0
22943,228,176895,97,0
21259,408,81694,1430,0
6760,74,21392,0,0
161,0,303,0,0
6407,72,45408,237,0
397,3,0,0,0
484,9,0,0,0
14738,124,35690,183,0
29903,393,93150,74,0
9268,59,8246,344,0
26598,291,234451,1,124
3313,30,437,8,0
13062,116,61251,1,0
7535,29,60881,1,0
0,0,0,0,0
28080,213,169979,11,0
3180,5,25028,0,0
2863,10,988,0,0
9787,51,33476,30,0
23137,176,155964,874,6099
6055,49,240500,98,0
10354,60,281733,1083,4930
634,3,0,0,0
11711,29,16995,125,1176
4281,43,21777,4,0
5913,31,4849,430,0
302,0,456,0,0
0,0,0,0,0
2432,3,173,0,0
3143,18,0,0,0
4422,20,12516,192,0
15,2,0,0,0
3621,12,1740,0,0
7219,66,19005,3,0
295,2,77,0,0
76,0,0,0,0
7911,82,17026,47,0
8,0,0,0,0
7836,92,17773,115,0
7,1,0,0,0
0,0,0,0,0
0,0,0,0,0
513,6,349,0,0
6781,166,22059,259,0
3030,11,2082,41,0
5575,25,2210,592,0
29,0,0,0,0
4651,26,195,0,0
15515,141,6755,405,0
619,1,12,0,0
0,0,0,0,0
2843,2,957,0,0
3346,16,4313,328,0
39,5,0,0,0
0,0,0,0,0
14355,229,39492,1499,0
8,1,22,0,0
7907,100,12549,95,0
0,0,0,0,0
4,0,0,0,0
448,1,1341,0,0
8227,62,20366,16,0
27571,397,198217,636,0
0,0,0,0,0
29308,649,73028,7423,0
31,0,0,0,0
44,1,770,1,0
5,0,0,0,0
5048,18,27946,90,0
21,0,1598,0,0
3089,22,19357,82,0
4042,10,216,0,0
4567,7,2125,0,0
19,0,0,0,0
0,0,0,0,0
9981,65,2495,0,0
633,4,0,0,0
0,0,0,0,0
5557,33,10386,142,0
0,0,0,0,0
3200,8,18457,0,0
665,0,0,0,0
12533,73,63643,850,0
3756,10,9299,0,0
21,0,849,0,0
3544,22,12099,0,0
6364,24,29711,0,0
31309,284,232874,7,0
84,8,1371,0,0
0,0,0,0,0
581,6,4798,85,0
6,0,31,0,0
15901,106,33162,53,0
9189,27,2488,4,0
3398,32,465,43,0
0,0,0,0,0
71155,740,18439,2363,0
10721,326,17545,406,0
0,0,0,0,0
7264,35,16459,0,0
5277,22,4451,60,0
5345,12,9623,0,0
14275,115,120242,25,0
0,0,0,0,0
5862,25,7048,10,0
4608,4,1359,0,0
4638,9,1728,2,0
7851,41,36668,549,0
2534,10,2629,2,0
13,0,12,1,0
24,0,0,0,0
0,0,0,0,0
2891,16,5164,28,0
2781,34,0,0,0
36372,709,276701,15109,0
26623,273,72337,8579,0
6675,62,27383,346,0
27864,661,53937,1871,0
9402,48,54465,291,0
5032,57,4659,1567,0
14877,381,30599,646,0
10357,167,26276,5260,0
19417,165,71649,328,0
4058,34,18844,7,0
2865,20,0,0,0
57,1,634,1,0
7600,75,22369,44,0
7024,150,25764,10,0
608,3,167,0,0
14295,216,23231,1020,0
31647,535,132504,5364,0
3242,17,11916,15,0
644,2,0,0,0
143,3,1681,434,0
70795,717,32272,1843,0
10132,274,32430,184,0
13411,430,12517,272,0
13086,128,35055,2312,0
8900,65,35352,480,0
13036,82,89095,697,0
3318,30,1600,0,0
46,0,0,0,0
23,0,0,0,0
0,0,0,0,0
13518,424,8992,0,0
64,0,0,0,0
0,0,0,0,0
13420,93,8787,131,0
1582,7,1251,0,0
444,0,0,0,0
5064,7,8060,138,0
9450,27,11426,1,0
31588,211,70634,110,0
12,0,179,0,0
19,0,233,0,0
12896,137,17532,4239,0
7,2,0,0,0
6756,37,9494,719,0
3128,9,1288,0,0
3497,11,15586,5,0
28,0,0,0,0
2659,16,671,0,0
2617,16,1015,0,0
8334,86,11040,70,0
6220,24,75874,10,0
5950,10,87418,2,0
15,0,33,0,0
4460,24,56203,5,0
10278,45,105771,171,0
6,0,48,0,0
12970,84,173262,346,0
2923,4,1789,0,0
8509,15,4773,0,2330
21863,123,411615,582,5097
5871,32,116677,402,3760
7929,52,250411,1466,0
11994,53,780276,41,5212
749,3,0,0,0
4139,4,1550,0,0
11574,29,5133,0,0
9819,27,550291,4160,31
9695,51,477367,2631,89402
4298,22,104618,392,0
8637,77,282962,1253,17455
1035,9,10837,0,3877
8979,137,271606,4274,0
646,2,29,0,0
393,1,0,0,0
772,7,3615,0,0
4845,43,185046,1,2666
19708,186,776809,22326,20958
685,2,10361,0,0
0,0,0,0,0
5713,65,183582,0,3086
1557,25,63455,0,11962
8708,113,423227,3778,28232
5871,61,119997,15,4574
1029,25,35117,0,0
880,6,0,0,0
5547,23,119530,7,0
5305,6,8427,0,0
2658,2,2042,0,0
14590,11,4,0,0
5622,8,16974,0,0
5163,5,0,0,0
5212,4,1522,0,0
7642,6,256920,263,4520
686,0,0,0,0
168,0,0,0,0
4303,13,61340,11,0
450,0,0,0,0
430,0,0,0,0
4,0,0,0,0
3359,24,7,0,0
804,5,344,0,0
1,0,0,0,0
11294,38,7923,207,0
0,0,0,0,0
7941,53,45132,192,0
4182,1,48746,169,0
4774,11,8404,3,0
3624,7,29293,50,0
12533,81,118351,403,0
3225,8,40840,108,0
5799,0,0,0,0
803,2,559,37,0
7591,51,67950,555,0
3515,18,40877,106,0
14734,93,46981,281,0
5813,16,26305,156,0
9492,70,40850,17,0
7755,49,52639,257,0
11678,42,146387,638,0
761,12,135,0,0
3419,34,8691,0,0
12460,94,76256,1195,0
7174,44,30131,30,0
7526,65,36333,287,0
20469,288,36115,1392,51
571,0,610,0,0
4847,19,41903,107,0
4544,37,34584,459,0
8942,78,38164,474,0
2921,5,30148,99,0
5844,53,16277,34,0
3774,12,46543,69,0
9461,107,22507,69,0
5366,13,34421,47,0
4013,13,3422,17,0
6563,21,75887,177,0
4493,5,49876,50,0
12427,59,69953,2016,0
19204,128,23119,80,0
6920,37,26422,522,0
5577,23,45993,682,0
2567,14,36506,136,0
41853,659,99988,12500,0
4127,23,152,0,0
13543,46,66950,135,0
6723,27,51539,50,0
2912,9,4074,33,0
6053,17,25190,13,0
4450,18,5796,215,0
677,3,1,0,0
389,0,0,0,0
12689,100,130989,91,0
440,0,1,0,0
719,0,4689,0,0
2261,9,11345,195,0
19889,133,37208,260,0
48,0,582,0,0
0,0,0,0,0
4412,13,1423,183,0
3830,11,20634,10,0
9324,24,10892,1,0
33388,249,91028,11561,0
1753,0,4497,6,0
5232,9,7633,18,0
5543,20,6857,0,0
6444,59,5281,0,0
7296,63,17288,0,0
8238,60,47402,66,0
10,0,35,0,0
1201,9,0,0,0
524,0,4129,0,0
5717,36,29424,64,0
0,0,0,0,0
22953,479,128328,396,0
0,0,455,0,0
167,1,0,0,0
0,0,0,0,0
0,0,0,0,0
31291,710,100106,4169,0
39,0,41,0,0
45,0,0,0,0
7908,45,14944,0,0
108,2,0,0,0
0,0,0,0,0
10275,52,18707,340,0
0,0,0,0,0
4330,4,43817,269,0
12685,36,164148,1031,0
872,2,2048,50,0
1837,13,41833,461,0
1518,8,23839,0,0
15348,80,328304,488,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
5,0,0,0,0
655,6,0,0,0
1231,10,0,0,0
9741,61,484,0,0
12123,107,3232,716,0
15,0,0,0,0
5312,43,458,4482,0
567,3,6,0,0
3556,31,2103,1,0
508,2,45,0,0
4933,13,3681,29,0
13746,230,25818,434,0
8,0,0,0,0
17140,410,33134,1365,0
5099,7,36135,0,0
12991,102,90382,710,0
906,1,5552,0,0
624,2,1502,0,0
2163,13,39675,0,0
10028,44,93111,8,0
29233,278,337483,375,0
579,2,837,44,0
831,1,6194,0,0
3689,4,31048,117,0
0,0,0,0,0
5761,11,19708,482,0
4777,3,11244,461,0
6309,14,55409,383,0
3179,5,14650,233,0
161,2,0,0,0
5500,3,9830,0,0
3398,14,17506,150,0
7685,42,29439,64,2
2102,6,8705,1,0
5962,25,13474,10,0
1513,5,6669,0,0
10093,52,310,0,0
5507,21,9267,0,0
9815,54,28059,0,0
548,1,197,0,0
23130,498,106478,2336,0
4089,22,10895,0,0
76,0,3,0,0
4673,10,5835,0,0
7229,56,15089,24,0
68,1,8,0,0
5501,34,29660,257,0
4736,26,4799,197,0
3732,9,20549,0,0
10571,186,42636,4286,0
7535,23,19535,1,0
2929,8,14667,0,0
11755,26,6060,0,0
3801,0,1471,0,0
7150,94,62671,125,0
689,1,503,0,0
8069,61,18784,57,0
21284,162,60509,610,0
6,0,103,0,0
5384,0,3090,0,0
15516,14,0,0,0
5800,8,5051,89,0
7861,8,112347,837,14302
463,0,333,0,0
10834,50,58651,499,0
11319,54,144749,1,0
19169,286,122598,19,497
19719,140,38973,326,0
6738,50,35456,2,0
23736,551,99728,84,0
14575,76,239504,19,0
12323,96,12097,883,0
13412,205,17381,192,0
26292,280,258414,41,0
21026,491,152316,336,125
7724,53,23467,14,0
806,3,1978,0,0
7562,80,50717,23,0
372,3,0,0,0
1993,29,366,0,0
17121,126,49912,9,0
32347,344,131981,109,0
10395,81,7484,24,0
508,2,2102,0,0
32018,277,293161,391,0
3380,20,620,17,0
15718,137,78943,20,0
8490,28,84971,0,0
583,12,172,0,0
33484,152,258978,69,0
3792,22,32917,0,0
2925,16,2424,0,0
9241,41,38493,137,0
26762,80,277204,2465,7772
6124,27,299292,2758,0
11404,46,313717,1082,3449
865,0,0,0,0
11759,21,10311,415,597
483,4,2212,58,0
4734,35,20666,104,0
5183,17,5753,292,0
537,2,235,1,0
635,5,542,0,0
2473,3,88,0,0
85,0,0,0,0
123,0,0,0,0
3202,14,0,0,0
4875,41,13919,318,0
32,0,0,0,0
4293,29,4837,0,0
7835,61,26127,70,0
0,0,0,0,0
345,5,1363,10,0
137,1,0,0,0
9604,75,31765,239,0
9,0,0,0,0
7830,61,22466,3,0
22,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2046,29,7240,1,0
7547,124,20653,114,0
3425,9,2164,40,0
6032,35,1092,3,0
26,0,0,0,0
5227,25,257,0,0
17566,135,7784,9,0
156,0,0,0,0
629,1,0,0,0
3541,12,3115,0,0
3720,10,5161,20,0
88,0,8,0,0
0,0,0,0,0
0,0,0,0,0
16576,225,50593,988,0
15,0,827,0,0
8291,109,25750,42,0
0,0,0,0,0
0,0,5,0,0
597,0,7584,0,0
7389,66,24680,57,0
30372,397,254087,508,0
0,0,0,0,0
117,0,20,0,0
31605,578,93772,9179,0
39,0,24,0,0
17,0,3071,0,0
12,0,0,0,0
10,0,0,0,0
5506,19,25641,145,0
6,0,4,0,0
115,1,0,0,0
3581,14,22503,204,0
4346,27,2613,0,0
4846,12,3337,0,0
19,0,0,0,0
11024,71,3152,0,0
777,0,0,0,0
7014,23,13096,450,0
538,5,206,0,0
4784,8,23317,10,0
856,0,0,0,0
13027,73,81449,465,0
3637,16,11902,0,0
0,0,0,0,0
17,0,14,0,0
3816,7,17193,0,0
7020,38,42076,2,0
34527,298,356725,22,0
135,2,1185,0,0
58,0,0,0,0
0,0,0,0,0
1542,8,9789,474,0
18,0,272,0,0
0,0,0,0,0
16303,135,46214,128,0
9623,24,3141,4,0
3671,41,647,29,0
0,0,0,0,0
51,0,105,0,0
75014,840,25257,3501,0
0,0,0,0,0
0,0,0,0,0
12789,261,24482,354,0
0,0,0,0,0
7173,43,22394,0,0
0,0,0,0,0
5899,17,12902,56,0
5291,21,19220,0,0
16831,130,191803,42,0
0,0,0,0,0
6074,17,5917,252,0
5115,7,2216,6,0
4261,11,2946,0,0
8909,28,49424,772,0
2276,3,2657,35,0
4,0,5,0,0
56,0,0,0,0
2998,20,6962,99,0
3375,22,0,0,0
39305,675,295815,16850,0
33281,236,97387,9966,0
7540,46,37935,636,0
31865,584,82039,3977,0
10070,47,69531,286,0
5232,59,4401,1605,0
17139,383,39244,962,0
9832,175,45866,5861,0
21188,156,102483,255,0
35,0,0,0,0
4673,39,21601,220,0
3156,13,0,0,0
106,1,191,15,0
9124,72,28543,106,0
8323,101,33940,646,0
661,1,992,9,0
16999,208,26696,1322,0
32406,563,153890,8004,0
3549,18,13751,206,0
801,3,0,0,0
847,4,3027,945,0
77470,954,29167,2579,0
12350,215,25813,211,0
16720,346,14046,441,0
12961,68,46853,3533,0
8949,72,57119,287,0
14863,83,107314,889,0
3716,20,1831,0,0
12,0,0,0,0
19,0,0,0,0
429,6,703,0,0
0,0,0,0,0
2,0,0,0,0
16361,324,11142,0,0
137,0,0,0,0
173,0,0,0,0
14649,71,13559,31,0
1964,4,2109,0,0
525,0,0,0,0
5903,13,9037,15,0
8059,20,13072,4,0
35074,161,95961,327,0
0,0,0,0,0
27,0,0,0,0
0,0,0,0,0
46,0,0,0,0
13358,82,17174,3988,0
12,0,7,0,0
6416,23,11466,119,0
3462,8,2285,1,0
3432,13,23983,17,0
42,0,3119,0,0
3155,15,2309,0,0
2849,23,2302,1,0
128,0,0,0,0
8353,72,12348,13,0
5718,16,117405,2,0
5725,6,134105,54,0
18,0,3,0,0
3392,9,67618,0,0
9819,51,139305,81,0
0,0,0,0,0
20,0,213,0,0
13881,101,217583,579,0
2882,1,2736,0,0
335,1,18,0,0
10697,20,4967,0,1616
23053,107,634121,1817,15834
5098,19,128161,45,420
8444,34,279555,170,0
0,0,0,0,0
9886,27,817103,14,3715
0,0,0,0,0
803,0,0,0,0
0,0,0,0,0
3931,1,2316,0,0
12049,15,14199,0,0
8298,37,625900,1639,42
8101,40,398166,8472,68921
3781,19,66186,28,0
7454,132,339846,2212,24476
2119,40,6045,0,8734
5953,127,174988,0,7247
798,2,2988,0,0
442,0,0,0,0
765,2,6748,0,0
4274,37,168040,1025,1760
17641,263,687533,16506,17564
796,4,26416,0,0
104,1,4960,0,0
5281,68,197395,0,5126
9263,70,341331,346,59386
8432,112,354176,2693,12580
5616,54,101284,384,3387
3007,26,104373,0,0
1096,10,0,0,0
5088,6,133029,0,0
5202,6,5232,0,0
2558,4,910,0,0
5638,12,0,0,0
5885,4,8908,0,0
59,0,0,0,0
3316,3,0,28,0
2215,2,0,0,0
10358,17,8486,97,4130
834,0,130,0,0
782,0,23,0,0
1903,0,0,0,0
1500,3,0,0,0
3383,32,0,0,0
3288,8,4253,1,0
13,0,0,0,0
9236,43,4779,110,0
10232,78,67988,245,0
5021,9,85691,262,0
5702,17,17386,2090,0
2551,19,25414,0,0
8680,61,72554,130,0
2501,7,31572,0,0
0,0,0,0,0
214,0,0,0,0
3659,6,0,0,0
3170,9,5954,133,0
9202,46,75566,194,0
3554,12,29305,70,0
15455,135,44332,662,0
5654,16,24083,20,0
9203,70,22397,77,0
7629,42,61778,159,0
11855,70,232640,115,0
635,2,18,0,0
3429,24,8534,2,0
13623,100,75838,1145,0
7773,56,39109,57,0
6397,87,36515,388,0
21064,344,33725,618,71
2209,17,3930,0,0
3033,3,33165,683,0
3920,17,32483,500,0
8971,82,33261,453,0
3078,9,34997,5,0
5167,37,12609,313,0
3805,15,38618,120,0
11296,148,29457,41,0
5560,15,27929,383,0
3876,23,4272,10,0
6278,26,63501,285,0
5879,13,45670,135,0
11339,78,71213,494,0
19036,117,35948,45,0
5082,37,21568,225,0
6364,22,53785,263,0
3024,12,33298,95,0
41031,699,86150,13590,0
3979,25,0,0,0
12128,55,69337,89,0
6070,29,51869,19,0
2716,11,4531,136,0
5465,10,23082,224,0
4051,6,3250,10,0
759,3,86,94,0
542,0,4,0,0
14575,142,134548,22,0
482,1,13,0,0
530,1,2368,0,0
20588,178,20281,38,0
31,0,928,0,0
3139,17,1205,0,0
2154,5,10074,0,0
9129,40,26427,9,0
33087,308,82877,9829,0
1716,2,3080,0,0
5245,4,4246,0,0
5755,17,7974,0,0
7180,46,2750,0,0
7271,81,10707,0,0
8829,72,58128,702,0
1182,11,20,0,0
498,0,3527,0,0
1695,12,6125,8,0
26439,561,127733,786,0
29982,723,96425,5400,0
20,0,618,0,0
7903,40,12196,0,0
10548,63,18307,0,0
5282,6,61760,2145,0
13118,67,150724,1916,0
1038,3,4271,1,0
740,8,9182,625,0
1221,2,25219,0,0
12854,90,177157,29,0
6,0,0,0,0
738,6,0,0,0
1232,2,0,0,0
7314,57,76,71,0
10584,166,3102,989,0
4949,41,776,1917,0
408,5,0,0,0
3766,30,2769,0,0
485,0,0,0,0
0,0,0,0,0
209,0,0,0,0
13418,274,29988,49,0
0,0,0,0,0
15823,407,30629,481,0
5760,15,30977,30,0
14889,138,134373,1607,0
557,2,3828,0,0
463,0,2467,1,0
1076,6,27652,0,0
588,5,11674,30,0
29834,345,400023,266,0
320,0,2288,110,0
571,1,5694,0,0
3750,19,24166,0,0
5534,21,22158,228,0
5461,10,9238,463,0
5922,8,57658,130,0
3340,6,17942,66,0
2139,0,0,0,0
2821,14,21867,0,0
7864,42,41843,60,3
1535,7,2304,1,0
1302,5,5081,0,0
7629,56,306,0,0
206,0,0,0,0
734,4,3943,0,0
617,0,121,0,0
20418,506,139549,1489,0
3394,17,7078,0,0
74,0,28,0,0
4825,8,6800,0,0
5161,41,9899,19,0
3522,24,7254,0,0
2882,17,17079,0,0
9301,245,40732,3803,0
1046,1,2097,0,0
13317,16,1788,0,0
3337,1,1652,0,0
6460,81,60568,78,0
494,3,571,0,0
7458,49,17693,35,0
0,0,0,0,0
0,0,0,0,0
19701,169,51713,653,0
5,0,0,0,0
5350,7,1938,7,0
6233,16,0,0,0
5970,0,5522,125,107
11972,13,21374,779,10548
2056,2,0,0,0
8827,36,56254,240,0
9191,64,103299,14,0
21175,332,141841,66,96
19559,168,43906,87,0
7232,56,42276,13,0
24382,604,94367,696,0
12268,78,153039,447,0
10886,131,12397,269,0
12559,219,20616,18,0
30300,293,263463,335,186
18710,469,232332,616,111
6710,58,38073,70,0
2428,14,7534,0,0
7269,80,55430,236,0
376,10,0,0,0
6477,101,4588,13,0
18505,128,49341,17,0
32359,424,117604,525,0
7880,77,8770,14,0
2253,5,11209,0,0
30753,275,307283,109,139
3463,30,1317,19,0
0,0,0,0,0
17999,168,78465,36,0
8414,30,101540,16,0
2396,58,413,1,0
30427,194,269817,153,0
2819,14,29326,13,0
3155,23,6386,15,0
9649,59,52986,36,0
27463,173,362520,9132,14871
7185,48,209567,7524,0
10017,67,222679,137,7831
0,0,0,0,0
918,3,0,0,0
10857,21,8132,129,614
2222,15,16971,22,0
3799,54,16324,114,0
3050,11,3877,30,0
311,1,456,3,0
2461,12,1566,6,0
2161,4,422,0,0
3500,14,0,0,0
4576,25,7076,33,0
3477,16,3364,1,0
7631,85,20734,418,0
0,0,0,0,0
313,3,123,0,0
0,0,0,0,0
52,0,0,0,0
9100,107,28423,526,0
1,0,0,0,0
9002,83,17644,1,0
12,0,0,0,0
0,0,0,0,0
6896,71,15130,536,0
7299,165,8364,108,0
3104,7,2113,99,0
5083,36,1046,5,0
44,0,0,0,0
4922,6,0,0,0
19405,149,10279,72,0
606,4,10,0,0
0,0,0,0,0
588,1,0,0,0
2181,7,1924,0,0
3447,18,3986,33,0
15881,247,61269,1138,0
28,0,1222,0,0
11564,166,38801,53,0
4,0,0,0,0
464,5,7928,0,0
5731,49,8714,24,0
32084,475,221804,296,0
709,1,8,0,0
27908,620,89309,5692,0
27,0,0,0,0
5444,18,24349,333,0
31,0,0,0,0
3369,15,19936,5,0
3937,19,1561,0,0
3325,19,837,0,0
7966,88,863,0,0
603,1,0,0,0
6481,28,8732,82,0
2171,10,1248,0,0
5392,12,19873,26,0
0,0,0,0,0
675,0,0,0,0
11247,86,77280,275,0
2015,5,6154,0,0
3900,21,13315,0,0
32738,253,306802,19,0
292,4,1,0,0
3778,19,16859,295,0
17103,124,59491,53,0
10043,29,4114,5,0
3499,55,757,3,0
196,2,43,0,0
71800,857,17483,3965,0
0,0,0,0,0
11671,306,23553,170,0
5495,27,15513,135,0
5462,25,2521,10,0
3861,19,14057,0,0
18025,175,178878,51,0
0,0,0,0,0
6470,17,7524,12,0
5605,9,1513,1,0
2916,14,1605,0,0
8429,37,45790,142,0
2372,7,2402,2,0
62,2,31,0,0
3173,11,8258,83,0
134,1,7170,21,0
3468,32,0,0,0
41729,675,278187,14140,0
31866,262,93987,9712,0
7486,59,44770,263,0
29311,535,73178,4592,0
10207,37,74032,423,0
4896,68,5110,2359,0
15570,383,36406,393,0
8641,224,64645,4921,0
19929,140,91542,408,0
21,2,0,0,0
3622,53,20010,263,0
3165,12,0,0,0
8868,83,23525,280,0
7001,123,30078,75,0
647,7,774,40,0
15980,223,22861,611,0
27531,531,132396,4442,0
3310,19,18956,122,0
640,5,0,0,0
3519,21,12688,1011,0
73192,970,29906,3965,0
11005,282,28009,285,0
14627,408,14734,769,0
12061,91,44221,2995,0
8753,73,37539,301,0
14057,89,93801,227,0
3764,40,456,0,0
12,0,0,0,0
2723,33,3526,0,0
2,0,0,0,0
14930,427,8856,0,0
58,0,0,0,0
646,2,0,0,0
13186,69,10366,493,0
1707,0,2637,0,0
450,1,0,0,0
6138,8,4812,1,0
31537,206,98244,370,0
18,0,0,0,0
56,0,0,0,0
12552,118,16476,2829,0
4,0,0,0,0
6751,35,17942,22,0
3780,10,3494,0,0
2976,18,17729,46,0
39,0,5691,1,0
3120,20,1980,26,0
3521,23,2332,0,0
8505,89,19890,188,0
5397,8,112561,64,0
5908,13,127887,31,0
778,4,21246,24,0
11076,65,182848,122,0
14078,102,231384,394,0
2863,0,2174,0,0
1765,5,1000,0,0
12185,13,3462,0,1192
28225,162,1108953,310,19683
8190,48,204828,367,0
8446,64,448549,91,2463
0,0,0,0,0
816,3,0,0,0
3198,1,1692,0,0
9806,14,8833,0,0
9070,9,596951,1197,1
8691,15,435783,4346,39958
3458,3,88464,0,0
296,0,0,0,0
8891,32,353948,1933,13784
2911,6,25761,0,3978
6125,34,188039,0,9876
1120,0,1821,0,0
409,0,0,0,0
1488,2,6883,0,0
6206,38,188239,256,1262
18879,222,682653,15226,13264
1159,23,35017,0,0
705,0,10269,0,0
5920,5,177743,0,2108
9637,18,393764,1,46089
8538,24,313229,3394,4756
0,0,0,0,0
5770,18,121100,5,2176
2839,14,81647,0,0
971,1,0,0,0
204,0,0,0,0
5329,45,108236,69,0
5116,8,5046,0,0
2067,4,3090,0,0
5474,0,7524,0,0
2569,5,54,33,0
383,0,0,0,0
15486,56,23916,334,5138
537,0,195,0,0
410,0,0,0,0
1905,0,63,0,0
1615,1,0,0,0
3231,36,0,0,0
3480,5,2139,7,0
31,0,0,0,0
4866,9,4140,9,0
212,1,0,0,0
0,0,0,0,0
10546,73,24397,844,0
4941,9,75278,216,0
5130,7,24035,1,0
2580,5,18497,0,0
11281,91,100992,27,0
0,0,0,0,0
2795,2,39817,11,0
3424,3,0,0,0
3445,5,18640,247,0
9230,51,75395,587,0
3083,8,34795,145,0
15065,152,33907,189,0
5535,20,18673,46,0
3,2,0,0,0
10419,82,16352,1,0
7830,42,58282,177,0
12172,67,162105,322,0
432,3,12,0,0
2764,22,5824,0,0
13083,63,58739,856,0
8139,59,40585,16,0
6417,92,32431,249,0
21518,367,44343,977,57
2351,3,4467,4,0
3068,11,30108,74,0
4107,7,23656,124,0
10756,86,35527,641,0
3369,6,38039,165,0
4552,9,11180,84,0
3380,14,37996,50,0
12581,128,19237,369,0
5786,23,22050,153,0
3410,1,2694,11,0
6711,27,67766,119,0
5988,11,36034,101,0
10555,39,60534,814,0
19643,162,38903,23,0
3871,13,14166,88,0
6843,17,40611,223,0
3323,16,34598,104,0
39263,911,79251,11192,0
3151,22,0,0,0
9912,45,50875,45,0
7056,20,49400,195,0
2534,9,1233,7,0
6367,15,19086,0,0
3975,6,3602,68,0
831,0,1,0,0
426,0,0,0,0
14499,147,92744,325,0
0,0,0,0,0
368,2,0,0,0
490,0,2949,198,0
42,0,0,0,0
20543,161,25232,65,0
21,0,883,0,0
124,1,0,0,0
0,0,0,0,0
2955,1,828,2,0
2308,4,15647,0,0
8632,46,48528,23,0
32169,347,77139,10542,0
1238,0,2465,1,0
4914,1,6761,5,0
5501,11,9749,0,0
7185,54,2303,0,0
7345,95,9813,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
9868,68,61665,18,0
976,0,0,0,0
408,1,1802,2,0
1395,11,6743,0,0
27404,622,129084,171,0
0,0,0,0,0
0,0,0,0,0
26889,762,140785,2918,0
10,0,85,0,0
7558,57,12057,0,0
0,0,0,0,0
117,1,32,0,0
0,0,0,0,0
123,1,0,0,0
10956,73,22094,45,0
5436,2,59988,973,0
13770,88,121821,979,0
894,1,1562,0,0
0,0,0,0,0
666,2,7751,0,0
661,0,9523,0,0
15025,115,729148,878,0
143,0,848,0,0
13,0,0,0,0
504,1,0,0,0
935,1,0,0,0
7317,24,823,23,0
13852,110,3366,215,0
4551,32,749,3486,0
470,3,0,0,0
3312,24,2620,13,0
389,0,0,0,0
0,0,0,0,0
14065,254,28297,5,0
0,0,0,0,0
0,0,0,0,0
13277,328,27552,583,0
5464,14,37227,0,0
14032,63,95030,1151,0
545,4,1790,0,0
479,2,107,0,0
865,1,11015,0,0
30521,263,359254,129,0
299,1,2719,182,0
696,0,4770,0,0
3451,4,17774,190,0
4445,14,18689,417,0
5071,31,10402,645,0
5281,11,55384,21,0
3641,3,17629,1,0
935,0,1470,0,0
2620,23,12343,2,0
7978,63,38951,47,7
0,0,0,0,0
1242,4,2718,0,0
791,2,9564,0,0
7169,23,80,0,0
